Run2018A_EGamma_14Dec2018	0
Run2018B_EGamma_14Dec2018	0
Run2018C_EGamma_14Dec2018	0
Run2018D_EGamma_14Dec2018	0
RunIIAutumn18NanoAODv4_ZGG_DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8		10
RunIIAutumn18NanoAODv4_ZG_DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8		11
RunIIAutumn18NanoAODv4_DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8		12
RunIIAutumn18NanoAODv4_ZTauTau_DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8	13
RunIIFall18NanoAOD_WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8		20
RunIIFall18NanoAOD_WG_WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8	20
RunIIFall18NanoAOD_WGG_WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8	20
RunIIFall18NanoAOD_WTauNu_WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8	20
RunIIAutumn18NanoAODv4_TTJets_TuneCP5_13TeV-madgraphMLM-pythia8	40
RunIIAutumn18NanoAODv4_ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8	50
RunIIAutumn18NanoAODv4_ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8	50
# FIXME
RunIIFall17NanoAODv4_ST_t-channel_antitop_4f_inclusiveDecays_TuneCP5_13TeV-powhegV2-madspin-pythia8	50
RunIIFall17NanoAODv4_ST_t-channel_top_4f_inclusiveDecays_TuneCP5_13TeV-powhegV2-madspin-pythia8		50
# FIXME
RunIIAutumn18NanoAODv4_WW_TuneCP5_13TeV-pythia8	30
RunIIAutumn18NanoAOD_WZ_TuneCP5_13TeV-pythia8	30
RunIIAutumn18NanoAODv4_ZZ_TuneCP5_13TeV-pythia8	30
RunIIAutumn18NanoAODv4_WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8	35
RunIIAutumn18NanoAODv4_WWZ_TuneCP5_13TeV-amcatnlo-pythia8	35
RunIIAutumn18NanoAODv4_WZZ_TuneCP5_13TeV-amcatnlo-pythia8	35
RunIIAutumn18NanoAODv4_ZZZ_TuneCP5_13TeV-amcatnlo-pythia8	35
